start	end	text
3825000	3827000	não vai sentir essa coisa boa chegando
3827000	3829000	é aí que
3829000	3831000	está certo
3831000	3833000	mas talvez com
3833000	3835000	uma nuância de
3835000	3837000	enquanto um está
3837000	3839000	chegando outro está saindo
3839000	3841000	e no momento
3841000	3843000	assim a gente olha
3843000	3845000	para a direita e para a esquerda e vê as duas coisas
3845000	3847000	aconteceram ao mesmo tempo
3847000	3849000	é só a minha visão da mesma coisa
3851000	3853000	mas aí Wagner eu acho que é o copo cheio
3853000	3855000	como o Renato explicou muito bem
3855000	3857000	o copo cheio e o copo vazio
3857000	3859000	que tudo contribua
3859000	3861000	para a minha segurança e para o meu bem
3861000	3863000	e realmente
3863000	3865000	não ter apego se não tiver outra situação
3865000	3867000	vai embora né
3873000	3875000	o que eu quero tentar
3875000	3877000	ver com vocês
3877000	3879000	e talvez confirmar a minha tese
3881000	3883000	é de que nós temos
3883000	3885000	que passar pelos fatores endógenos
3885000	3887000	os fatores endógenos
3887000	3889000	não tem como a gente escapar deles
3889000	3891000	vamos colocar isso na cabeça
3891000	3893000	tem como parcialmente
3893000	3895000	mas já está
3895000	3897000	eu tenho isso claro
3897000	3899000	pouca gente acredita
3899000	3901000	eu sei que dentro do grupo nem todos acredito
3901000	3903000	mas
3903000	3905000	o nosso planeta
3905000	3907000	vai terminar
3907000	3909000	não vai demorar muito
3909000	3911000	tá
3911000	3913000	é
3913000	3915000	como é que
3917000	3919000	talvez para algum seja
3919000	3921000	olha os vistos
3921000	3923000	para outros não
3923000	3925000	para a maioria
3925000	3927000	já foi falado tanto
3927000	3929000	de fim de mundo já foi falado tanto
3929000	3931000	disso daquilo e pá
3931000	3933000	eu vejo isso dentro dos grupos
3935000	3937000	o que que eu estou fazendo
3937000	3939000	vocês talvez têm me convidado
3939000	3941000	para fazer esse chat
3941000	3943000	para
3943000	3945000	para escutar o que que eu estou fazendo
3945000	3947000	eu por exemplo eu tenho negócios
3949000	3951000	eu estou investindo no curto prazo
3951000	3953000	tudo que eu posso
3953000	3955000	eu por exemplo eu trabalho
3955000	3957000	com campos aqui
3957000	3959000	eu tenho campos próprios
3959000	3961000	eu arrendo campos
3961000	3963000	então agora eu estou
3963000	3965000	fazendo arranamento vamos dizer de um outro campo
3965000	3967000	vou explorar um outro fazendo
3967000	3969000	por que que eu vou fazer um contrato 10 anos
3971000	3973000	para mim geralmente
3973000	3975000	vou fazer um contrato longo
3975000	3977000	5, 10 anos
3977000	3979000	agora eu faço o mais curto que é mais fácil de fazer
3979000	3981000	eu consigo por menor preço
3981000	3983000	se não acontecer nada
3983000	3985000	tudo bem
3985000	3987000	não foi 10 anos foi 3
3987000	3989000	então eu faço
3989000	3991000	mais ou menos um jogo duplo
3991000	3993000	mas
3993000	3995000	eu estou preparando meu guardaço
3995000	3997000	para sair na chuva
3997000	3999000	ah eu tenho
3999000	4001000	quantas medidas prudenciais
4001000	4003000	eu sou bastante radical
4003000	4005000	pessoal eu vou ser
4005000	4007000	talvez até se assuste comigo
4007000	4009000	eu estou preparado para viver sem luz
4009000	4011000	ah eu tenho placa solar
4011000	4013000	tem tudo isso mas tudo se vê
4013000	4015000	um flash solar forte vai fritar tudo
4015000	4017000	não adianta ter lanterna
4017000	4019000	placa solar
4019000	4021000	bomba disso bomba daquilo
4021000	4023000	isso tudo vai fritar
4023000	4025000	não
4025000	4027000	aqui ó
4027000	4029000	depois de dependendo
4029000	4031000	que vier pela frente
4031000	4033000	a gente vai ter que viver
4033000	4035000	como nossos avós viviam há 50 anos atrás
4035000	4037000	eu tenho comida
4037000	4039000	carne
4039000	4041000	armazenada em banha
4041000	4043000	eu tenho por exemplo
4043000	4045000	vocês que estão na espanha
4045000	4047000	por que que você não pode ter uma pata negra
4047000	4049000	quem está na itália
4049000	4051000	um
4051000	4053000	chuto de parma
4053000	4055000	bom
4055000	4057000	isso aí dura anos gente
4057000	4059000	deixa em qualquer canto
4059000	4061000	se não é no sol dura tempo
4061000	4063000	tem um monte de coisa que dá pra fazer
4063000	4065000	claro tem o pessoal que não come carne
4065000	4067000	mas
4067000	4069000	eu estou falando de mim
4069000	4071000	eu tenho abastecimento em casa
4071000	4073000	eu tenho muita água
4073000	4075000	eu vivo no meio da água aqui
4075000	4077000	eu tenho barrages
4077000	4079000	tenho armazenado
4079000	4081000	tenho 30 milhões de metros cúbicos de água
4081000	4083000	mas é
4083000	4085000	para uso no arroz
4085000	4087000	eu não tenho problema de água
4087000	4089000	mas tenho meus filtros
4089000	4091000	eu tenho
4091000	4093000	sei lá
4093000	4095000	eu tenho comida estocada
4095000	4097000	eu estou
4097000	4099000	eu estou
4099000	4101000	preparado
4101000	4103000	mas ao mesmo tempo se não acontecer nada
4103000	4105000	também não estou preparado
4105000	4107000	mas não no livro que eu estava antes
4107000	4109000	meus negócios agora
4109000	4111000	estão se concentrando
4111000	4113000	no curto prazo
4115000	4117000	isso que eu
4117000	4119000	transmitia a vocês todos
4121000	4123000	outra coisa que
4123000	4125000	vai chocar
4125000	4127000	vocês
4127000	4129000	se alguém sabe
4129000	4131000	que está por vir
4131000	4133000	e não toma providência é uma forma de suicídio
4133000	4135000	ou seja
4135000	4137000	que é um suicídio e eu desisto de viver
4137000	4139000	e quem nos deu a vida
4139000	4141000	foi o Criador
4141000	4143000	nos deu a vida por que
4143000	4145000	para que
4145000	4147000	para cada um fazer a sua evolução
4147000	4149000	esse é o sentido da vida
4149000	4151000	e que
4151000	4153000	evolução maior nós queremos hoje
4153000	4155000	do que ir para a coleta
4155000	4157000	da resistência
4157000	4159000	nos encontrar com o Criador
4159000	4161000	que já não sentiu a emoção
4161000	4163000	numa respiração consciente
4163000	4165000	de fazer um encontro
4165000	4167000	chegar perto
4167000	4169000	do Criador primordial
4169000	4171000	aquela energia
4171000	4173000	da amor aquela luz
4173000	4175000	só por isso vale a pena ficar vivo
4175000	4177000	só por isso vale a pena ficar vivo
4181000	4183000	desculpe o meu
4183000	4185000	desabafo mas é isso
4185000	4187000	vamos
4187000	4189000	seguir então
4189000	4191000	com medidas prudenciais
4191000	4193000	alguma
4193000	4195000	alguma outra
4195000	4197000	colocação
4197000	4199000	Renato
4199000	4201000	se você me permitir
4201000	4203000	eu vejo que você está
4203000	4205000	super mega blaster preparado
4205000	4207000	e isso é fantástico
4207000	4209000	porém
4209000	4211000	cada um de nós
4211000	4213000	vai ter um destino
4213000	4215000	o seu próprio
4215000	4217000	de repente com todos os preparos
4217000	4219000	que você tem, você está viajando
4219000	4221000	nada do que você tem serve
4221000	4223000	no momento adequado
4223000	4225000	e fora isso assim
4225000	4227000	temos muitos que moramos em apartamento
4227000	4229000	temos outros que não temos o apoio da família
4229000	4231000	então de repente não pode fazer
4231000	4233000	tudo o que você faz
4233000	4235000	temos limitações econômicas
4235000	4237000	então eu entendo
4237000	4239000	o teu ímpeto porque realmente
4239000	4241000	vale muito a pena tudo isso
4241000	4243000	mas talvez não seja uma decisão nossa
4243000	4245000	concordo que nós temos
4245000	4247000	que fazer tudo o que for possível
4247000	4249000	para prolongar
4249000	4251000	nossa estada aqui
4251000	4253000	porém isso não garante
4253000	4255000	ela vai acontecer
4255000	4257000	Mônica
4257000	4259000	vamos voltar ao início
4259000	4261000	no nosso chat
4261000	4263000	que foi as 16
4263000	4265000	em 30
4265000	4267000	a medida interna
4267000	4269000	as medidas internas
4269000	4271000	a reconexão te coloca no lugar
4271000	4273000	e te
4273000	4275000	proporcia todo isso
4275000	4277000	não é o dinheiro
4277000	4279000	não é o local
4279000	4281000	não é o apartamento que eu digo o seguinte
4281000	4283000	vamos ver se eu consigo
4283000	4285000	me fazer entender
4285000	4287000	quem mora num apartamento alto
4287000	4289000	vamos pegar o caso da Regina
4289000	4291000	minha amiga Regina
4291000	4293000	mora num apartamento alto
4293000	4295000	ela está numa situação
4295000	4297000	vamos dizer dentro de tudo vulnerável
4297000	4299000	ok
4299000	4301000	bem Regina tem limitações
4301000	4303000	de sair disso aí
4303000	4305000	você me permite eu vou usar o teu caso como exemplo
4305000	4307000	lógico porque é a realidade
4307000	4309000	eu tenho entre aspas
4309000	4311000	é a realidade
4311000	4313000	então tudo bem
4313000	4315000	vamos dizer o seguinte
4315000	4317000	a Regina consegue
4317000	4319000	dentro do apartamento
4319000	4321000	de maneira limitada
4321000	4323000	consegue fazer uma espécie de um bunker
4323000	4325000	ela consegue se defender
4325000	4327000	ela vai fazer uma figura
4327000	4329000	tipo cinza
4329000	4331000	ninguém vai saber que eu tenho
4331000	4333000	eu tenho comida
4333000	4335000	tenho água estocada
4335000	4337000	eu vou
4337000	4339000	eu vou meteorizar cada vez mais
4339000	4341000	eu vou saber
4341000	4343000	eu vou ter o caos
4343000	4345000	mas eu num momento
4345000	4347000	qualquer eu vou dar uma fugida daqui
4347000	4349000	eu vou sair
4349000	4351000	vou me vestir mal como me digo
4351000	4353000	sei lá
4353000	4355000	vai sair a solução
4355000	4357000	se ela estiver conectada
4357000	4359000	ela vai achar a solução
4359000	4361000	com isso na cabeça
4361000	4363000	a gente concorda
4363000	4365000	nós temos que estar de acordo
4365000	4367000	com isso
4367000	4369000	tudo bem
4369000	4371000	aqui
4371000	4373000	os eventos exógenos
4373000	4375000	temos que pensar
4375000	4377000	nos quatro elementos
4377000	4379000	primordiais
4379000	4381000	aqui da terra
4381000	4383000	água, ar, fogo, terra
4383000	4385000	vai vir por aí
4385000	4387000	ou vai vir por água
4387000	4389000	vai subir muito o nível
4389000	4391000	os níveis
4391000	4393000	para acontecer isso
4393000	4395000	não basta derreter as geleiras
4395000	4397000	porque derretendo tudo que existe gelo
4397000	4399000	no planeta a água não vai subir mais
4399000	4401000	que 40, 50 metros
4401000	4403000	vai ter que ter um movimento de placa
4403000	4405000	para a água subir mais
4405000	4407000	ou a placa vai fundar
4407000	4409000	ou vai
4409000	4411000	subir em lugar do oceano
4411000	4413000	fazendo com que o oceano inunde
4413000	4415000	grandes planís
4415000	4417000	tem a possibilidade
4417000	4419000	do fogo
4419000	4421000	que é um flash solar de alta energia
4421000	4423000	que frita tudo
4423000	4425000	talvez no caso
4425000	4427000	de um flash solar, quem está no apartamento
4427000	4429000	esteja mais protegido
4429000	4431000	porque vai ter 2, 3, 4 larges
4431000	4433000	em cima dela
4433000	4435000	até a radiação chegar nela
4435000	4437000	cada larga tem ferro, funciona como uma gaiola
4437000	4439000	ou seja
4439000	4441000	não é que você está no apartamento
4441000	4443000	você está
4443000	4445000	não, aqui
4445000	4447000	eu vou me suicidar por se eu ficar aqui
4447000	4449000	não pensa assim
4449000	4451000	eu alertei vocês
4451000	4453000	que eu ia falar forte naquele ponto
4453000	4455000	para que vocês pensassem
4455000	4457000	mas pensem também
4457000	4459000	no outro lado
4459000	4461000	ou seja, se vier um flash solar
4461000	4463000	claro, vai fritar tudo
4463000	4465000	que tem de eletrônico dentro da casa
4465000	4467000	elétrico, não vai funcionar nada
4467000	4469000	mas também
4469000	4471000	quem está dentro de um apartamento
4471000	4473000	embaixo de dois ou três outros
4473000	4475000	esteja melhor protegido numa casa
4475000	4477000	que tenha zinco, que tenha isso, tem aquilo
4477000	4479000	morando lá
4479000	4481000	na montanha a 1300 metros
4481000	4483000	de altura
4483000	4485000	ou seja, como nós não sabemos bem o que
4485000	4487000	que vem
4487000	4489000	o que eu quero dizer para vocês que é o fundamental
4489000	4491000	aqui, o que nós temos que dar um jeito
4491000	4493000	é passar pelos eventos
4493000	4495000	endógenos
4495000	4497000	tá
4497000	4499000	que o Pedro participou bem
4499000	4501000	e falou a inflação também, é claro que é
4501000	4503000	uma crise econômica
4503000	4505000	ser humano entre modo
4505000	4507000	sobrevivência
4507000	4509000	não tem, vocês estão vendo no Brasil
4509000	4511000	o que está acontecendo, estão tentando
4511000	4513000	fazer
4513000	4515000	cada vez mais
4515000	4517000	medidas disruptivas
4517000	4519000	estão tentando fazer uma convulsão
4519000	4521000	só que o povo brasileiro
4521000	4523000	é tão pacífico que está aceitando tudo isso
4523000	4525000	hoje normalmente
4525000	4527000	mas vai chegar um ponto que isso vai explodir
4527000	4529000	que
4529000	4531000	ou não, não sei
4531000	4533000	mas que eles estão tentando tão
4533000	4535000	a gente está acompanhando
4535000	4537000	tá pessoalmente eu não é assim
4537000	4539000	ah, eu não posso
4539000	4541000	tá
4541000	4543000	quem é que quer falar aí?
4543000	4545000	eu quero falar um minutinho
4545000	4547000	Renato, só porque você citou meu exemplo
4547000	4549000	me dá só um minutinho Mônica, só para pegar o gancho dele
4549000	4551000	eu concordo
4551000	4553000	engenheiro número e grau
4553000	4555000	porque existe uma coisa
4555000	4557000	que eu acho fundamental
4557000	4559000	que a confiança, a fé, eu tenho trabalhado
4559000	4561000	isso demais, trabalhei nas minhas últimas
4561000	4563000	meditações
4563000	4565000	de saber que eu vou estar no lugar certo
4565000	4567000	na hora certa
4567000	4569000	e se eu tiver que
4569000	4571000	simplesmente entregar
4571000	4573000	quando você entrega do fundo
4573000	4575000	do coração
4575000	4577000	reforçando as palavras do Renato
4577000	4579000	talvez de uma maneira um pouco mais
4579000	4581000	romântica
4581000	4583000	você sabe
4583000	4585000	na tua hora
4585000	4587000	você vai ter que deixar esse corpo
4587000	4589000	que seja bem
4589000	4591000	que seja legal, que seja ótimo
4591000	4593000	não importa como for
4593000	4595000	então eu acho que
4595000	4597000	esse é o reforço mais
4597000	4599000	importante
4599000	4601000	porque eu já se tenho alguns chats
4601000	4603000	depois que eu fiz 60 anos
4603000	4605000	eu sabia que eu estava indo para a porta
4605000	4607000	da saída, eu não conhecia ainda o professor
4607000	4609000	já tem 60 anos te entregando
4609000	4611000	é, já
4611000	4613000	já tenho
4613000	4615000	com todo orgulho
4615000	4617000	com toda experiência
4617000	4619000	com toda sabedoria
4619000	4621000	e sempre querendo aprender mais
4621000	4623000	desculpa rapidinho
4623000	4625000	eu estava entregando os pontos
4625000	4627000	com 32, 33
4627000	4629000	continua Regina
4629000	4631000	não depende de idade
4631000	4633000	não, não, não, eu não estou entregando os pontos
4633000	4635000	muito pelo contrário
4635000	4637000	eu falava assim, eu agora
4637000	4639000	estou indo para a porta da saída
4639000	4641000	30, 40, 50, mais 60 anos
4641000	4643000	porque não
4643000	4645000	mas
4645000	4647000	pela lógica eu estou indo
4647000	4649000	para a porta da saída
4649000	4651000	então eu comecei a aceitar a ideia
4651000	4653000	de que eu não era eterna
4653000	4655000	de que tudo no mundo é
4655000	4657000	impermanente, é lógico que a filosofia
4657000	4659000	oriental e meditá
4659000	4661000	e tudo te faz enxergar isso
4661000	4663000	de uma forma mais suave
4663000	4665000	mas esta fé
4665000	4667000	e essa impermanência
4667000	4669000	a noção da impermanência
4669000	4671000	tem que estar no nosso coração
4671000	4673000	24 horas
4673000	4675000	por dia, 7 dias por semana
4675000	4677000	todo o tempo
4677000	4679000	essa é a nossa melhorana
4679000	4681000	isso para mim
4681000	4683000	mesmo porque só complementando que o Renato
4683000	4685000	citou o meu exemplo, eu estou
4685000	4687000	tranquila
4687000	4689000	e quando apareça essa oportunidade
4689000	4691000	se eu puder eu vou para a montanha
4691000	4693000	se eu não puder
4693000	4695000	vamos lá Regina
4695000	4697000	só acrescentando isso
4697000	4699000	e eu vou te dar o seguinte
4699000	4701000	se tu conseguir passar
4701000	4703000	pelo caos
4703000	4705000	dos catalisadores endógenas
4705000	4707000	aí a tranquilidade
4707000	4709000	vai ser total
4711000	4713000	então
4713000	4715000	esse é o ponto
4715000	4717000	ou seja, nós nunca podemos desistir
4717000	4719000	de lutar para chegar
4719000	4721000	naquele ponto
4721000	4723000	de esperar que vem as ondas boas
4723000	4725000	esse é o objetivo
4725000	4727000	acho que tem que ser de cada um
4727000	4729000	como cada um vai fazer
4729000	4731000	o conhecimento
4731000	4733000	está ao alcance de todos
4733000	4735000	as limitações
4735000	4737000	são n, vocês acham que eu não tenho
4737000	4739000	filhos, não tenho netos etc
4739000	4741000	eles nem estão para isso, eu também não estou
4741000	4743000	eu convivo com eles
4743000	4745000	mas
4745000	4747000	já dei um stock para eles, não querem seguir
4747000	4749000	não querem acreditar bem
4749000	4751000	eu vou me defender
4751000	4753000	então
4753000	4755000	não
4755000	4757000	não é
4757000	4759000	é uma questão muito pessoal
4759000	4761000	a única coisa que eu quero enfatizar
4761000	4763000	para você é o seguinte, eu preparo o interno
4763000	4765000	e passar pelos variáveis endógenas
4765000	4767000	ok
4767000	4769000	é importante que vocês peguem isso
4769000	4771000	não, quando eu falo entrega
4771000	4773000	não é entregar os pontos não
4773000	4775000	é outra entrega
4775000	4777000	a entrega interior
4777000	4779000	da certeza da fé
4779000	4781000	essa entrega que eu estou falando
4781000	4783000	não é entregar os pontos
4783000	4785000	jamais
4785000	4787000	é
4787000	4789000	a gente tem que
4789000	4791000	nós temos que cuidar
4791000	4793000	como é que está o nosso alto
4793000	4795000	conhecimento, como é que está a nossa
4795000	4797000	prontidão frente a adversidades
4797000	4799000	vocês têm que se imaginar
4799000	4801000	dentro de um caos
4801000	4803000	e ver
4803000	4805000	como é que a gente vai reagir aí
4805000	4807000	entende? porque
4807000	4809000	é fácil a gente estar falando aqui um por outro
4809000	4811000	muito bem
4811000	4813000	eu vou estar tranquilo, eu vou estar sereno
4813000	4815000	os caras batendo na tua porta
4815000	4817000	dando tiro na tua porta
4817000	4819000	tudo sem água
4819000	4821000	o vaso cheio
4821000	4823000	dejetos
4823000	4825000	ou seja
4825000	4827000	é difícil ficar calmo numa situação
4827000	4829000	uma situação complicada
4829000	4831000	mas
4831000	4833000	é o que
4833000	4835000	é o que cada um
4835000	4837000	vai ter que resolver
4837000	4839000	a nível pessoal
4839000	4841000	a nível familiar
4841000	4843000	não tem solução para todo mundo
4843000	4845000	não é uma correita para os montanhos
4845000	4847000	não é nada
4847000	4849000	Renato, você me permite um momento
4849000	4851000	eu queria enfatizar
4851000	4853000	algo que você falou assim um pouquinho
4853000	4855000	a ampação
4855000	4857000	e é mais importante do que parece
4857000	4859000	no dia que eu vou apagamos aqui
4859000	4861000	eu moro num condomínio grande
4861000	4863000	e eu desci para ver como
4863000	4865000	que o pessoal estava
4865000	4867000	então me aproximei de algumas vizinhas
4867000	4869000	e
4869000	4871000	que vai demorar
4871000	4873000	não vai demorar que o que será que está acontecendo
4873000	4875000	o pessoal comentando
4875000	4877000	e aí eu peguei e soltei
4877000	4879000	vocês não acham que a gente deveria ter
4879000	4881000	um forninho, um fogãozinho
4881000	4883000	um certo estoque de alimentos
4883000	4885000	tal e qual
4885000	4887000	e aí algumas gostaram da ideia
4887000	4889000	outras ficaram quietas e chegou uma moça
4889000	4891000	que pegou e falou assim
4891000	4893000	ah
4893000	4895000	eu não vou fazer nada disso não
4895000	4897000	aí as outras falaram que
4897000	4899000	eu acho que é importante, que a gente tem filho
4899000	4901000	fica mais difícil, não sei o que
4901000	4903000	e ela falou assim, ela falou na brincadeira
4903000	4905000	mas foi uma brincadeira que não caiu bem
4905000	4907000	ela respondeu assim
4907000	4909000	olha, eu não vou fazer nada
4909000	4911000	mas se
4911000	4913000	faltar comida para o meu filho
4913000	4915000	eu sei que você tem, eu vou na tua casa
4915000	4917000	e você reparte a tua comigo
4917000	4919000	então é o que você disse
4919000	4921000	as coisas de uma maneira discreta
4921000	4923000	de fazer tudo sem chamar a atenção
4923000	4925000	de que teus vizinhos
4925000	4927000	não saibam que você tem
4927000	4929000	ou deixa de ter
4929000	4931000	tem uma importância grande
4931000	4933000	porque nessa hora
4933000	4935000	nós seríamos alvo
4935000	4937000	o que está preparado acaba sendo alvo
4937000	4939000	do que não é
4939000	4941000	então a descrição nessa hora eu acho que é muito
4941000	4943000	importante
4943000	4945000	fazer as coisas porém com descrição
4945000	4947000	fundamental
4947000	4949000	fundamental
4949000	4951000	ter o conceito de ser cinza
4951000	4953000	não chama atenção
4953000	4955000	não divulga para ninguém o que
4955000	4957000	tu tem em casa
4957000	4959000	nem para o teu melhor amigo
4959000	4961000	nem para o teu irmã, teu pai, ninguém
4961000	4963000	só quem
4963000	4965000	comunga das tuas ideias, por que?
4965000	4967000	que o maior perigo sempre vende dentro
4969000	4971000	quem tu menos espera vai te entregar
4971000	4973000	de igual lá na Mônica
4973000	4975000	tem comida, tem água, tem isso, tem aquilo
4975000	4977000	esqueçam
4977000	4979000	relações de confiança, de amizade
4979000	4981000	a gente se conhece a 30 anos
4981000	4983000	na hora da sobrevivência
4983000	4985000	pessoal
4985000	4987000	é cada um por si
4989000	4991000	bem
4991000	4993000	alguma outra colocação
4993000	4995000	seguimos a gente
4995000	4997000	olhe na
4997000	4999000	para falar
4999000	5001000	sim
5001000	5003000	ó, ade
5003000	5005000	é
5005000	5007000	eu queria só
5007000	5009000	chega mais perto do microfone
5009000	5011000	ideia
5011000	5013000	um minuto
5013000	5015000	eu vou desligar o meu fone
5015000	5017000	acho que deve ser isso
5017000	5019000	o som está no fundo do fone
5019000	5021000	um minuto
5025000	5027000	o fone
5031000	5033000	pronto, voltei
5033000	5035000	está melhor agora?
5035000	5037000	agora sim, agora está bom
5037000	5039000	então
5039000	5041000	o que eu queria comentar
5041000	5043000	em cima de tudo que foi falado
5043000	5045000	eu dou toda a razão para você
5045000	5047000	para Regina, para Mônica
5047000	5049000	mas eu acho que
5049000	5051000	está faltando um
5051000	5053000	pequeno
5053000	5055000	detalhe em toda essa nossa conversa
5057000	5059000	eu vou lembrar de dois momentos
5059000	5061000	que o professor conversou com a gente
5061000	5063000	um, num vídeo bem
5063000	5065000	bem lá atrás
5065000	5067000	que eu não lembro qual é
5067000	5069000	onde ele perguntava para a gente
5069000	5071000	se
5071000	5073000	você tiver que deixar
5073000	5075000	essa
5075000	5077000	projeção agora
5077000	5079000	como é que você se vê
5079000	5081000	se foi um
5081000	5083000	como você acha que você está
5083000	5085000	se você está preparado
5085000	5087000	se você tem todas
5087000	5089000	as condições de
5089000	5091000	passar
5091000	5093000	de não ir para a colheita dos DG
5093000	5095000	se isso acontecer agora
5095000	5097000	como você está
5097000	5099000	esse é um
5099000	5101000	um vídeo que eu lembrei uma fala dele
5103000	5105000	e eu vou conectar isso
5105000	5107000	com o último vídeo dele
5107000	5109000	onde ele entrega para a gente
5109000	5111000	o segredo
5111000	5113000	do momento mágico
5113000	5115000	da pausa entre as respirações
5117000	5119000	por que?
5119000	5121000	vou falar isso para vocês
5121000	5123000	porque eu senti isso na minha pele
5123000	5125000	até comentei isso no grupo de estudos
5125000	5127000	algumas pessoas devem ter visto
5127000	5129000	outras talvez não
5129000	5131000	e cada dia isso para mim faz
5131000	5133000	mais sentido
5133000	5135000	que
5135000	5137000	como ele fala
5137000	5139000	essa queda dos dominós
5139000	5141000	um dominó cai e leva todos os outros
5141000	5143000	com ele
5143000	5145000	por mais rápido
5145000	5147000	que isso seja
5147000	5149000	esses acontecimentos
5149000	5151000	variáveis endógenas
5151000	5153000	elas levam
5153000	5155000	um certo tempo
5155000	5157000	e a gente sempre fica falando
5157000	5159000	como se a gente fosse
5159000	5161000	estar presente durante essa queda
5161000	5163000	dos dominós e a gente não sabe
5163000	5165000	se vai estar ou não
5165000	5167000	pode acabar
5167000	5169000	agora
5169000	5171000	então é no momento agora que a gente
5171000	5173000	tem que estar mais preparado
5173000	5175000	e quando eu me referi
5175000	5177000	ao último vídeo quando ele fala
5177000	5179000	na pausa entre as respirações
5179000	5181000	eu acho que isso
5181000	5183000	se tornou uma coisa muito importante
5183000	5185000	para nós
5185000	5187000	a gente trabalhar a respiração consciente
5187000	5189000	o tempo todo
5189000	5191000	e a gente se esquece disso
5191000	5193000	a gente se envolve com as coisas do dia a dia
5193000	5195000	e esquece de trabalhar
5195000	5197000	você vai trabalhar a respiração consciente
5197000	5199000	na hora que você vai fazer o EP
5199000	5201000	e não é por aí
5201000	5203000	e eu falo isso sim
5203000	5205000	porque eu senti
5205000	5207000	digo que eu senti na minha pele porque
5207000	5209000	eu senti mesmo
5209000	5211000	eu engasguei com mel
5211000	5213000	e eu não conseguia respirar
5213000	5215000	eu puxava o ar e o ar não entrava
5215000	5217000	e eu tinha acabado
5217000	5219000	de soltar o ar
5219000	5221000	eu sou assim
5221000	5223000	a minha eu respiro muito pouco
5223000	5225000	eu respiro profundamente
5225000	5227000	solto o ar
5227000	5229000	e fico um tempão sem respirar
5229000	5231000	e não sei porquê
5231000	5233000	eu sempre fui assim
5233000	5235000	aí eu converso, eu falo e tal
5235000	5237000	e vai acabando todo o ar do pulmão
5237000	5239000	aí eu puxo de novo aquele monte de ar
5239000	5241000	eu não fico respirando constantemente
5241000	5243000	e naquele momento que eu engasguei
5243000	5245000	eu tinha acabado
5245000	5247000	de soltar o ar e já estava
5247000	5249000	eu não tinha mais ar
5249000	5251000	então quando eu fui puxar o ar
5251000	5253000	o mel fez aquela bolha
5253000	5255000	na entrada e eu não conseguia respirar
5255000	5257000	aí
5257000	5259000	e a única coisa que me veio na cabeça
5259000	5261000	naquele momento eu não tive medo
5261000	5263000	não fiquei em pânico
5263000	5265000	assim como a Regina falou
5265000	5267000	entreguei dizendo
5267000	5269000	esse é o meu momento
5269000	5271000	eu estou indo e tal
5271000	5273000	mas eu fiquei assim
5273000	5275000	com muita raiva naquele momento
5275000	5277000	porque eu não fiz
5277000	5279000	a respiração consciente
5279000	5281000	porque eu não aproveitei a pausa
5281000	5283000	entre respirações
5283000	5285000	para me conectar
5285000	5287000	com o eterno
5287000	5289000	então
5289000	5291000	você veja que mesmo nesse momento
5291000	5293000	nesse fração de segundos
5293000	5295000	os dejes atuam na gente
5295000	5297000	eu baixei
5297000	5299000	minha frequência naquele momento
5299000	5301000	porque eu fiquei com
5301000	5303000	sabe
5303000	5305000	arrependida
5305000	5307000	de não ter respirado bem
5307000	5309000	arrependida de não ter feito mais
5309000	5311000	arrepeso durante o dia
5311000	5313000	nossa, me veio
5313000	5315000	sensação de culpa
5315000	5317000	porque eu não fiz do jeito que o professor pediu
5317000	5319000	que ele pediu para viver o momento
5319000	5321000	aqui agora e eu não fiz isso
5321000	5323000	vieram sentimentos
5323000	5325000	de totalmente negativos
5325000	5327000	infrações de segundo
5327000	5329000	não de
5329000	5331000	não querer voltar
5331000	5333000	de estar a pegar da vida
5333000	5335000	e nada porque eu não estava
5335000	5337000	e eu queria até ir embora
5337000	5339000	eu fiquei também revoltada porque eu não fui
5339000	5341000	eu até comentei
5341000	5343000	eu mandei uma mensagem para o professor
5343000	5345000	falando disso, ele me deu uma resposta muito bacana
5345000	5347000	nesse sentido
5347000	5349000	mas
5349000	5351000	eu quero chamar a atenção de vocês
5351000	5353000	para isso
5353000	5355000	porque também não adianta só a gente ficar pensando
5355000	5357000	nos dominós que vão cair
5357000	5359000	nas variáveis endógenas
5359000	5361000	que vão acontecer
5361000	5363000	na energia
5363000	5365000	crítica que vem
5365000	5367000	do criador e que vai fazer
5367000	5369000	trazer bons momentos que a gente tem que chegar
5369000	5371000	até lá e tal, ok
5371000	5373000	isso tudo você está perfeitamente correto
5373000	5375000	é tudo isso aí que você falou
5375000	5377000	a gente precisa passar por isso bem
5377000	5379000	mas se não passar
5379000	5381000	então a gente precisa estar
5381000	5383000	nesse momento aqui agora
5383000	5385000	preparado para
5385000	5387000	ir embora
5387000	5389000	e eu
5389000	5391000	faço essa imagem mental e fico
5391000	5393000	buscando isso para mim
5393000	5395000	porque eu quero mais aprendizado
5395000	5397000	mas eu acho que a gente precisa
5397000	5399000	precisa mesmo
5399000	5401000	se lembrar
5401000	5403000	da respiração consciente
5403000	5405000	mais vezes
5405000	5407000	ou se possível o tempo todo
5407000	5409000	respirar conscientemente
5409000	5411000	desde a hora que a gente levanta
5411000	5413000	que você
5413000	5415000	assume a consciência da
5415000	5417000	simulação até a hora que você vai dormir
5417000	5419000	respirando conscientemente
5419000	5421000	e isso a gente não consegue fazer
5421000	5423000	por causa das distrações
5423000	5425000	então queria chamar atenção
